Ubigeo;Fecha-Actualizacion;Departamento;Provincia;Distrito;CentroPoblado;Modular;Nombre;Direccion;NivelEducativo;NroUsuarios;DescripcionUT;Comite;Item
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1380880;HELEN KELLER;AVENIDA F SECTOR D GRUPO D-1 MZ Z-1 L S/N;PRIMARIA;40; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;CIUDADELA PACHACUTEC;3862878;CARMELITAS;MZ C LOTE 1;INICIAL;20; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;CIUDADELA PACHACUTEC;3862872;NIÑOS DE OLIVO II;MZ Y LOTE 1;INICIAL;17; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;CIUDADELA PACHACUTEC;3536439;FELIX MORENO I;MZ 7 LOTE 7;INICIAL;15; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;CIUDADELA PACHACUTEC;3862881;VIRGEN DE LOURDES;MZ Q2 SECTOR B2 LT S/N, CIUDADELA PACHACUTEC;INICIAL;18; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;CIUDADELA PACHACUTEC;3862849;CRECIENDO CON AMOR;MZ 7 LOTE 1;INICIAL;19; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;AVIMAPA;1580588;149;AVIMAPA;INICIAL;161; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PARQUE PORCINO;468611;4021;AVENIDA BIERZO S/N;PRIMARIA;622; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;JOSE OLAYA;1607936;5141 DIVINO MAESTRO;AVENIDA BOLIVIA S/N MZ K2 LOTE 04;INICIAL;238; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 2
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1083518;5116 DIVINO CREADOR;CALLE MX SECTOR II BALNEARIO S/N;PRIMARIA;462; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 2
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;MONTE SION;782416;AMIGOS DE JESUS;MZ J LOTE 9;INICIAL;28; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 2
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;MONTE SION;3908219;MIS PRIMEROS GARABATOS;MONTE SION MZ FJ LOTE 9, MONTE SION;INICIAL;9; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 2
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;CIUDADELA PACHACUTEC;3862845;LOS NIÑOS DE ROSITA;MARIA JESUS ESPINOZA MZ N LOTE 9, MARIA JESUS ESPINOZA;INICIAL;17; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 2
70107;2020-01-15;CALLAO;CALLAO;MI PERÚ;CHAVINILLO;1381185;5130 - 4;MZ T LOTE 1;INICIAL;173; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70107;2020-01-15;CALLAO;CALLAO;MI PERÚ;CHAVINILLO;1381193;5130 - 4 CHAVINILLO;MZ T LOTE 1 AH CHAVINILLO;PRIMARIA;233; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70107;2020-01-15;CALLAO;CALLAO;MI PERÚ;MI PERU;1268960;124 VILLA DEL MAR;MZ O LOTE 1;INICIAL;122; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70107;2020-01-15;CALLAO;CALLAO;MI PERÚ;MI PERU;664722;MANUEL SEOANE CORRALES;AVENIDA HUAURA S/N MZ G LOTE 5;PRIMARIA;1315; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70107;2020-01-15;CALLAO;CALLAO;MI PERÚ;MI PERU;3923818;NIÑO JESUS DE PRAGA;MI PERU MZ J LOTE 3;INICIAL;10; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70107;2020-01-15;CALLAO;CALLAO;MI PERÚ;MI PERU;781427;5098 - KUMAMOTO;AVENIDA CUZCO S/N;PRIMARIA;375; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70107;2020-01-15;CALLAO;CALLAO;MI PERÚ;MI PERU;3923838;CRECER JUNTOS;MZ I LOTE 1;INICIAL;9; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70107;2020-01-15;CALLAO;CALLAO;MI PERÚ;MI PERU;3925675;NIÑOS GENIOS;MZ I LOTE 1;INICIAL;12; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70107;2020-01-15;CALLAO;CALLAO;MI PERÚ;MI PERU;693366;FERMIN AVILA;AVENIDA HUAURA S/N MZ G-7 LOTE 7;INICIAL;513; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70107;2020-01-15;CALLAO;CALLAO;MI PERÚ;MI PERU;1470327;141;LOTE E1;INICIAL;115; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70107;2020-01-15;CALLAO;CALLAO;MI PERÚ;MI PERU;3925652;MI MUNDO IDEAL;MZ N13 LOTE 15;INICIAL;68; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70107;2020-01-15;CALLAO;CALLAO;MI PERÚ;VILLA EMILIA;1704758;167;MZ J-K LOTE 1;INICIAL;245; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70107;2020-01-15;CALLAO;CALLAO;MI PERÚ;VILLA EMILIA;1381060;5130-2 VILLA DEL MAR;AVENIDA LORET DE GRACE S/N MZ M LOTE 1;PRIMARIA;173; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70107;2020-01-15;CALLAO;CALLAO;MI PERÚ;VILLA EMILIA;1195197;5119 VILLA EMILIA;CALLE LOS FICUS S/N MZ M LOTE 1;PRIMARIA;681; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70107;2020-01-15;CALLAO;CALLAO;MI PERÚ;VILLA ESCUDERO;1381359;5135 LA SALLE;AVENIDA VILLA MZ A-1 LOTE 1;PRIMARIA;343; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
